jd_no,Job Title,Job Description/Responsibilities,Job Location,Job Position Type,Required Qualifications/Skills,Preferred Qualifications/Skills,Company Name,Company Description,Company Location
20390,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20708,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20186,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
16749,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
16051,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22489,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18992,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18851,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17203,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
22446,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20425,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22962,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
15927,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18269,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20488,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22505,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
15992,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18719,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17921,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20454,[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
16330,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
17494,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18268,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19590,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22410,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]]
18583,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19024,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19106,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22426,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18068,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18995,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
20495,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18246,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19762,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
23065,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
21813,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17659,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
5582,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19214,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
21256,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17684,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
20668,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19823,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20908,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19328,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20010,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]]
17475,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17105,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
16227,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22227,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
22509,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
16922,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
15864,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20319,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
16347,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19608,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18322,[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
6876,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17750,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18007,[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
17698,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18064,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
15665,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
23136,[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19342,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]]
21255,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18139,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18548,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
12254,[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
23666,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
18735,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17941,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
23175,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20863,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
19693,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
17155,[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]],[[SHORT_ENGLISH_TEXT]]
20591,[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[SHORT_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]],[[LONG_CHINESE_TEXT]],[[SHORT_ENGLISH_TEXT]]
